UUID,Japanese,English,KitsunekkoID,MyAnimeListID
01cb5f66-d115-4e2e-bf03-a69bec1e8325,ジョジョの奇妙な冒険,JoJo's Bizarre Adventure,JoJo's_Bizarre_Adventure,14719
7b1f3ed5-ce7b-4db7-9edb-2837e873f02c,ジョジョの奇妙な冒険 スターダストクルセイダース,JoJo's Bizarre Adventure: Stardust Crusaders,JoJo's_Bizarre_Adventure_Stardust_Crusaders,20899
94d659a6-bad2-4d16-b55e-914bf49610b6,ジョジョの奇妙な冒険 黄金の風,JoJo's Bizarre Adventure: Golden Wind,JoJo no Kimyou na Bouken_ Ougon no Kaze (Golden Wind),37991
a69e12cf-a044-40d4-9403-b86d830bdfdb,スイート プリキュア♪,Suite Pretty Cure♪,Suite_PreCure,9893
a7e67e73-769d-49ef-901d-0bd47751de8f,スカイ・クロラ,The Sky Crawlers,The Sky Crawlers,3089
a0a2faf6-69eb-447b-b7ac-1f88ba57162b,スタンドマイヒーローズ PIECE OF TRUTH,Stand My Heroes: Piece of Truth,Stand My Heroes_ Piece of Truth,38331
e0266548-347b-46ee-8c50-a9d9e0947045,スター☆トゥインクルプリキュア,Star☆Twinkle Precure,Star Twinkle Precure,38578
f25db6fb-77e6-43c3-8b9b-0ec5f115fe39,スチームボーイ,Steamboy,Steamboy,565
a405164e-97ad-4817-a38e-4233ac6f7477,ステラ女学院高等科C³部（しーきゅーぶ）,"Stella Women's Academy, High School Division Class C³",Tokurei_Sochi_Dantai_Stella_Jo-Gakuin_Koutou-ka_C3-bu,17821
d2bea1b4-ac72-42ca-8521-3e3fb45245ce,ストライクウィッチーズ,Strike Witches,Strike Witches,3667
7e2c9801-ff68-4949-bf7e-ff6be8f0c397,スナックワールド (TV),The Snack World (TV),The Snack World,32596
e3513d77-1b12-4472-b54b-1a13c4598b29,スマイルプリキュア,Glitter Force,Smile_PreCure,12191
9ed45137-59b5-4f36-83c8-acd975ded2dd,セイレン,Seiren,Seiren,33836
fa54a165-54cc-4bf9-9f47-1959a830293c,ソマリと森の神様,Somali and the Forest Spirit,Somali to Mori no Kamisama,39575
0aeaf660-7c1e-4bfe-b329-dd9a2bb497e5,ソードアート・オンライン,Sword Art Online,Sword Art Online,11757
1ae09c33-e620-4f16-bf03-d2fd40554469,ソードアート・オンライン II,Sword Art Online II,Sword Art Online II,21881
1c189c4f-00b1-403c-95f8-017cc2eeaad5,ソードアート・オンライン アリシゼーション,Sword Art Online: Alicization,Sword Art Online_ Alicization,36474
f8b61ff0-8c76-44be-9ac3-79bee7510aca,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,SAO Alternative Gun Gale Online,Sword Art Online Alternative Gun Gale Online,36475
6931e06e-3a13-4f90-9178-a7d252ebf36b,タイムトラベル少女～マリ・ワカと8人の科学者たち～,Time Travel Girl,Time_Travel_Shoujo,33341
3c01803e-39a9-456a-a6b8-db3488492780,タイムボカン24,Time Bokan 24,Time_Bokan_24,33026
80bef3e8-4693-45d7-af00-fa66791806ce,タッチ,Touch,Touch,1065
4ecddf7d-1c06-4372-8872-dc3fe461082b,ダイヤのA[エース],Ace of Diamond,Ace_Of_Diamond,18689
3acd6ef0-62a7-452c-a38b-11d262457005,ダンジョンに出会いを求めるのは間違っているだろうか,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka,28121
d761a554-6711-45ef-a9b4-8725a2d83e3f,ダンベル何キロ持てる？,How heavy are the dumbbells you lift?,Dumbbell Nan Kilo Moteru_,39026
53c77e4d-7c95-4642-97df-1d9228afe955,ダンボール戦機ウォーズ,Danball Senki Wars,Danball_Senki_Wars,17917
1c152b66-b3a0-4c05-a72f-60409a9dd496,ダーウィンズゲーム,Darwin's Game,Darwin's Game,38656
9445f10f-9484-43c4-8069-ba871a237528,テンカイナイト,Tenkai Knights,Tenkai_Knights,23067
16b35b62-7097-46ba-9f2a-cb3c08050103,ディスク・ウォーズ：アベンジャーズ,Marvel Disk Wars: The Avengers,Disc_Wars_Avengers,21013
37919d24-6ed2-49aa-967c-922ff9cbe354,デジモンアドベンチャー: ,"Digimon Adventure (2020), Digimon Adventure Reboot",Digimon Adventure_ (Reboot),41074
1833374d-bf88-4486-b6c7-43c2061826ce,デジモンアドベンチャーtri.（トライ）,Digimon Adventure tri.,Digimon Adventure Tri,0
8a6dbdb4-c3e4-43b0-a938-7d8085cb658b,デジモンユニバース アプリモンスターズ,Digimon Universe App Monsters,Digimon_Universe_Appli_Monsters,33314
691ce420-36f6-429e-b505-e0a67c931ea8,デスノート,Death Note,Death_Note,1535
f76c6e78-adae-4ece-a7a2-ef9214ca9f9e,デビルサバイバー２ THE ANIMATION,Devil Survivor 2 The Animation,Devil_Survivor_2_The_Animation,16512
d59b00a4-d00f-41f0-9fc7-31ae8ebb86d4,デビルズライン,Devils' Line,Devils Line,35928
1b65c21f-7c85-4564-91ca-5c4944c02934,デビルマン,Devilman,Debiruman,2252
527efb03-5610-4bd6-b3d1-0cd44e9cb903,デュエル・マスターズ,Duel Masters,Duel_Masters,1685
68d57852-4708-417c-899f-39e2e6aa8895,デュエル・マスターズ VS,Duel Masters VS,Duel_Masters_VS,23409
76c0f89a-033c-43ae-bc47-7be560924d11,デュエル・マスターズ VSR,Duel Masters VSR,Duel_Masters_VSR,29687
44fcbcaa-d1c0-4aed-8493-b3973da5ed38,デュエル・マスターズ ビクトリー,Duel Masters Victory,Duel_Masters_Victory,10524
b5c69a4c-f670-4f95-9b50-d4ac84b234e1,デュエル・マスターズ ビクトリーV,Duel Masters Victory V,Duel_Masters_Victory_V,21997
d247083e-44f2-4bd3-80d0-e32849112b1e,デュエル・マスターズ ビクトリーV3,Duel Masters Victory V3,Duel_Masters_Victory_V3,21999
f4e58941-d078-4a1c-9202-b038c6992565,デュエル・マスターズVSRF,Duel Masters Versus Revolution Final,Duel_Masters_VSRF,32582
1d0ec07f-6a2d-4edf-9ab8-5102741f17f1,デート・ア・ライブ,Date A Live,Date a Live,15583
8c8a092a-db83-431c-b9a8-675b28792111,トップをねらえ！ GunBuster,Gunbuster,Top o Nerae! GunBuster,949
f8720b0a-5723-4d8e-9006-6bdb2f0634a0,トライガン,Trigun,TRIGUN,6
3e139ad0-ff9b-42b7-99a8-9ede304a03e3,トライブクルクル,Tribe Cool Crew,Tribe_Cool_Crew,26453
ca5d8d9f-33cd-4013-8a31-b09aafeae5c4,トリコ,Toriko,Toriko,10033
b262b2e0-e44b-4214-a60a-b11b5824adc5,トレインヒーロー,Train Heroes,Train_Heroes,18137
593649c5-9ba9-4ca6-98c3-e12e342fa7fd,ドキドキ! プリキュア,Glitter Force Doki Doki,Doki_Doki!_PreCure,16419
ca4caa3d-0714-4276-bd11-7fbe5429e8ca,ドクターストーン,Dr. Stone,Dr. Stone,38691
42d37e9d-8000-4c66-b874-f68431905988,ドラえもん,Doraemon,Doraemon,0
2a7f7759-f2c4-4726-9ace-a02441138b85,ドラゴンクエスト・ダイの大冒険,Dragon Quest: Dai no Daibouken (TV),Dragon Quest_ The Adventure of Dai,2229
a00e51e0-47da-41e1-951c-e4c6ee3334d4,ドラゴンクエスト～勇者アベル伝説～,Dragon Warrior,Dragon Quest - Yuusha Abel Densetsu,2819
d8bb5369-298a-4165-8ca2-b49f09b97bee,ドラゴンボール,Dragon Ball,Dragon_Ball,223
25fd1f5a-90b4-4d9c-9d4f-32498bf290d3,ドラゴンボールGT,Dragon Ball GT,Dragon_Ball_GT,225
e0793d5c-5f38-4515-b034-1225a95f073f,ドラゴンボールZ,Dragon Ball Z,Dragon_Ball_Z,813
3d44d4e8-1970-4789-bb5b-8f42a5ad6935,ドラゴンボール改,Dragon Ball Z Kai,Dragon_Ball_Kai,6033
d3d4a6f9-3e06-4fd9-b054-a1a428cf1138,ドラゴンボール超（スーパー）,Dragon Ball Super,Dragon_Ball_Super,30694
2464fe04-308a-498e-baf5-2327311bce48,ドロヘドロ,Dorohedoro,Dorohedoro,38668
467d6bd9-1cbd-4f19-bca8-d3e4946d90d9,ナルト,Naruto,Naruto,20
84c18cc0-8561-4066-bb91-0e83ae6d4c4f,ナルト- 疾風伝,Naruto: Shippuden,Naruto_Shippuuden,1735
d69c77c5-9d22-46f9-9be0-9bcd6ba6c5ef,ナルトSD ロック・リーの青春フルパワー忍伝,NARUTO Spin-Off: Rock Lee & His Ninja Pals,Naruto_SD_Rock_Lee_No_Seishun_Full-Power_Ninden,12979
d8aaace6-897b-402a-a483-d8b07d034b2d,ナルトSD ロック・リーの青春フルパワー忍伝,NARUTO Spin-Off: Rock Lee & His Ninja Pals,Naruto_SD_Rock_Lee_No_Seishun_Full-Power_Ninden_Mou_Iccho,12979
34244056-ec3e-4adf-9972-110d23450bc4,ニンジャバットマン,Batman Ninja,Batman Ninja,36517
aaf339c6-b9df-4f3a-9db5-73fa0cb74bd1,ネコぱらOVA,Nekopara OVA,Nekopara OVA,34658
fceb6488-ef6b-40ba-be1d-daac047d1279,ハイキュー!!,Haikyu!!,Haikyuu!!,20583
93bd1b7e-55ae-4a12-a7e1-0561e4ce4f2b,ハイキュー!! TO THE TOP,Haikyuu!!: To the Top,Haikyuu!! S4,38883
ee617615-bbc4-4b40-a46e-0caf32e4f7d1,ハイスクールD×D,High School DxD,high school dxd,11617
41926779-8b20-4608-8788-de345a82a154,ハイスコアガール,High Score Girl,High Score Girl,21877
fddff65a-a268-45d2-aadf-25732e2a3c9d,ハウルの動く城,Howl's Moving Castle,Howl's Moving Castle,431
14312da8-d203-44a0-9709-3b9614d2806f,ハウルの動く城,Howl's Moving Castle,Howl's_Moving_Castle,431
d8506a3c-67c8-490f-bf75-500b098dcad9,ハウルの動く城,Howl's Moving Castle,howls moving castle,431
18801421-a714-4ee6-b735-0f09c288a827,ハチミツとクローバー,Honey and Clover,Hachimitsu to Clover,16
fa58d54a-e2a7-4eea-8bb2-4ab8e6cf0168,ハチミツとクローバー II,Honey and Clover II,Hachimitsu to Clover II,1142
8c408bad-a862-488e-b061-b08afb35715d,ハピネスチャージプリキュア！,Happiness Charge Precure!,HappinessCharge_PreCure!,21407
a335cab3-d645-42fd-adb9-3e104ad2d1b2,ハートキャッチプリキュア!,Heartcatch Precure!,Heart_Catch_PreCure!,7645
fa168a92-74df-472e-a85d-d410025ac948,バキ,Baki,Baki (2018),34443
2be5ace1-65a8-4fb1-85c1-721adb2c8c65,バクマン。,Bakuman.,Bakuman,7674
cb63955a-15bf-4381-a7a4-5ce97d1f945d,バケモノの子,The Boy and the Beast,Bakemono no Ko,28805
a8304d8a-eceb-4d65-b7bc-268b55d77822,バディ・コンプレックス,Buddy Complex,Buddy Complex,21437
a03522e2-0df8-4385-b4bb-66da75987c6d,バトルスピリッツ ソードアイズ,Battle Spirits: Sword Eyes,Battle_Spirits_Sword_Eyes,14913
25521f01-54dd-4c80-8c90-ad00c7c1887b,バトルスピリッツ ソードアイズ激闘伝,Battle Spirits: Sword Eyes Gekitouden,Battle_Spirits_Sword_Eyes_Gekitouden,19877
c5139d9f-4347-4d70-9647-776a332d459c,バトルスピリッツ ダブルドライブ,Battle Spirits: Double Drive,Battle_Spirits_Double_Drive,32670
66354e7c-a74e-4f60-aec4-851ec2d3524a,バトルスピリッツ烈火魂〈バーニングソウル〉,Battle Spirits: Burning Soul,Battle_Spirits_Burning_Soul,27737
bca66d56-0357-45c1-b23c-8be1945b0658,パズドラクロス,Puzzle & Dragons X,Puzzle_And_Dragons_Cross,32772
34027100-2f79-4f51-9095-7f34e54bb37e,パプリカ,Paprika,Paprika,1943
e9e308df-a8cd-4c6f-add4-86ecb58ce35c,パンでPeace！,Pan de Peace!,Pan_De_Peace_!,31498
402087cf-9ccd-4f86-a327-82c56b946b13,パンダ・コパンダ,Panda! Go Panda!,Panda Kopanda,2611
f7bfadfc-0026-4fb1-9974-80da5dea06b3,パンチライン,Punch Line,Punchline,28617
1c887833-2a09-47ac-9616-758ed45caf23,パーマン,Perman,Perman,6303
983d0812-4dcb-4e60-ac85-9e12bfa565b2,ヒーリングっど♥プリキュア,Healin' Good Pretty Cure,Healin' Good Precure,40610
35f5e371-7961-42ad-9c14-b97a45fe03f4,ヒーリングっど♥プリキュア,Healin' Good Pretty Cure,Healin'_Good_Precure,40610
090ac51a-69a6-4994-89c0-66da68f0785f,ヒーローバンク,Herobank,Hero_Bank,22099
6c2398d3-2b32-4648-b8f1-deebc4d8a912,ビッグオーダー,Big Order (TV),Big Order,31904
702227da-6e0c-4840-a594-f96b7b573499,ビーストサーガ,Beast Saga,Beast_Saga,15795
38fba19a-aa26-43ed-8e13-5890bdb14ee4,ピアノの森,Forest of Piano,Piano no Mori,36652
f84c6c1a-478f-41b2-b3b8-998aaa486e93,ピンポン THE ANIMATION,Ping Pong the Animation,Ping_Pong_THE_ANIMATION,22135
a65125be-7e67-4da8-9e96-a656130f99ed,ファイナルファンタジーVII アドベントチルドレン,Final Fantasy VII: Advent Children,Final Fantasy VII Advent Children,317
34f13fda-038b-4473-a391-d6165664f6a7,ファイ・ブレイン 神のパズル,Phi-Brain ~ Puzzle of God,Phi_Brain_Kami_No_Puzzle,9981
c82e6f02-bd6f-461c-8247-3991f7ccd83f,ファンタシースターオンライン２ ジ アニメーション,Phantasy Star Online 2 The Animation,Phantasy_Star_Online_2_The_Animation,31223
c1fecfd9-fa06-423c-a093-cf41cc995a53,フェアリーゴーン,Fairy Gone,Fairy Gone,39063
f620afb5-421a-4277-9b52-c4b8f5f30a6e,フォトカノ,Photo Kano,Photo_Kano,16397
8177c3fb-a54a-4aa5-ac2c-24f63c25a4b9,フューチャーカード バディファイト,Future Card Buddyfight,Future_Card_Buddyfight,19067
b5e42927-f3c1-46ae-a8d3-e6c170ead3ae,フューチャーカード バディファイト100,Future Card Buddyfight Hundred,Future_Card_Buddyfight_100,30039
4acb5e06-fdc3-487e-bf57-33e6e886855c,フューチャーカード バディファイトDDD,Future Card Buddyfight Triple D,Future_Card_Buddyfight_DDD,32785
eb434b46-52b2-43af-9033-04cac52a55a9,フルメタル・パニック！,Full Metal Panic!,Full_Metal_Panic!,71
72c71bde-fa07-47e2-b0fe-d6fb98c2bd28,フルーツバスケット,Fruits Basket (2019),Fruits Basket (2019),38680
f33ded77-34f3-4f78-b90c-448db23da724,フレッシュプリキュア！,Fresh Precure!,Fresh PreCure!,5684
75e2fbb3-767c-4e8e-9183-0c606ba19178,ブギーポップは笑わない,Boogiepop and Others,Boogiepop wa Warawanai (2019),37451
8139da04-2f1f-4d8e-a9e5-4cf5c88077b2,ブラック・ジャック,Black Jack,Black_Jack,1520
8771f869-3381-415f-b603-bcaade2c9e84,ブレイドアンドソウル,Blade & Soul,Blade_x_Soul,22547
cdc3a0d2-7d41-49b5-94a0-67a8e37ee822,ブレイブビーツ,Brave Beats,Brave_Beats,31573
09413843-d4c1-4f60-b76e-6450c5d063a4,ブレイブ・ストーリー,Brave Story,Brave Story,1681
72fe9997-f8c7-462e-a54c-e91410f60d86,プランダラ,Plunderer,Plunderer,37345
667e0242-f2cc-4b5c-8e81-cfce72462840,プリティーリズム オーロラドリーム,Pretty Rhythm: Aurora Dream,Pretty_Rhythm_Puri-Para,10257
66cf5f3b-1f38-4c2b-b448-ee2280989a3e,プリティーリズム ディアマイフューチャー,Pretty Rhythm: Dear My Future,Pretty_Rhythm_Dear_My_Future,12863
2732193d-14da-45da-868c-31dfd20aa18f,プリティーリズム・オールスターセレクション,Pretty Rhythm: All Star Selection,Pretty_Rhythm_All_Star_Selection,22215
6013e314-3e3d-47b1-bd6c-8f5b88d9b607,ベイビーステップ,Baby Steps,Baby_Steps,21185
88f3a066-89b5-4c14-af06-daae4cdeeef1,ベイブレードバースト,Beyblade Burst,Beyblade_Burst,31049
224b69e2-f79b-4ca5-b420-3b2c5a939cbb,ベイブレードバースト 神〈ゴッド〉,Beyblade Burst Evolution,Beyblade_Burst_God,34901
31b37015-d544-4ffa-8c66-3dfe9cc2c8d9,ベイブレードバースト 超ゼツ,Beyblade Burst Turbo,Beyblade Burst Chouzetsu,37283
59192858-2230-41a6-912e-125d10309bf2,ベルセルク 黄金時代篇Ⅲ 降臨,Berserk: The Golden Age Arc III - The Advent,Berserk Ougon Jidai Hen,12115
4fbdaadb-3314-4727-91c3-5c134343b1e2,ペンギン・ハイウェイ,Penguin Highway,Penguin Highway,37407
4dbbafcd-4009-4280-b947-765b77ebbe93,ポケットモンスター,Pokemon Journeys: The Series,Pokemon (2019),40351
eebe8277-4384-4dc5-9c92-f0cdfa690592,ポケットモンスター,Pokémon,Pokemon,527
7a4dd942-325f-4592-b7f4-8ecfd28bccf2,ポケットモンスター サン＆ムーン,Pokémon the Series: Sun & Moon,Pokemon SM,34034
57c4c78e-71c5-42a5-9904-5e5138d44509,ポケットモンスター サン＆ムーン,Pokémon the Series: Sun & Moon,Pokemon_Sun_And_Moon,34034
2ad85228-ebfe-42f2-8f9f-8c17eafaf1eb,ポケットモンスター ダイヤモンド&パール,Pokemon Diamond & Pearl,Pokemon_Diamond_And_Perl,1565
2aff8db5-672e-4164-8bd5-da5740186cbf,ポケットモンスターXY,Pokémon The Series: XY,Pokemon_XY,19291
adb7731d-d879-4e4b-9e91-ff8d97213738,ポケットモンスターXY&Z,Pokémon the Series: XYZ,Pokemon_XYZ,31592
4ed7ab61-c63c-4e56-b6db-aa98f7f2d3fa,ポケットモンスターベストウイッシュ,Pokémon: Black & White,Pokemon_Best_Wishes,9107
9a52566a-f94e-433d-b0f2-9d6453eb8933,ポッピンQ,Pop in Q,Pop in Q,30695
29948864-470c-46ff-add1-29a4ae7d737d,ポプテピピック,Pop Team Epic,Pop Team Epic,35330
a4248ca8-59b5-4392-b8a7-d1bb1814a4ff,マイマイ新子と千年の魔法,Mai-Mai Miracle,Mai Mai Shinko to Sennen no Mahou,5084
86cbbf95-3e55-41a5-9172-e10ac1287910,マギ The kingdom of magic,Magi: The Kingdom of Magic,Magi_The_Kingdom_Of_Magic,18115
ef6f5e5d-bdfe-4217-9042-2d93f02bd604,マギ The labyrinth of magic,Magi: The Labyrinth of Magic,Magi_The_Labyrinth_Of_Magic,14513
651e803b-e7d5-45ff-aa18-c4fa6a686832,マギアレコード 魔法少女まどか☆マギカ外伝 (TV),Magia Record: Puella Magi Madoka Magica Side Story,Magia Record_ Mahou Shoujo Madoka Magica Gaiden,38256
273c0871-35af-40a5-abc6-02941b422662,マジンガーＺ,Mazinger Z,Mazinger_Z,2253
f41d5a1e-12bf-4107-a5f6-a36999660f73,マジンボーン,Majin Bone,Majin_Bone,21835
bcafe4ef-2e6d-45b3-b4d3-92300a3cd887,ミュークルドリーミー,Mewkledreamy,Mewkledreamy,40327
f35ad18f-60ba-44a7-8d80-ef83d3e6ae93,ムシブギョー 蟲奉行,Mushibugyo,Joujuu_Senjin!!_Mushibugyou,17505
436580f0-e631-470a-8e8e-7cdc0c3537ab,ムーンライトマイル,Moonlight Mile,Moonlight_Mile,1941
415b2708-3841-415e-b600-4b80d49d5cdf,メガロボクス,Megalobox,Megalo Box,36563
ce115f23-c0cb-4e5c-81f4-3980b60ffec9,メジャー,Major,Major,627
396fca7d-c748-4da3-b169-2e05a9c623de,メジャー,Major,Major 2nd,627
88c372db-cdaa-4407-85a5-bea0cadd52d2,メタルファイト ベイブレード,Metal Fight Beyblade,Metal Fight Beyblade,5962
cedba3b7-7bee-4a86-b413-c43a1c70326b,メタルファイト ベイブレード ZEROG,Beyblade: Shogun Steel,Metal_Fight_Beyblade_Zero-G,13231
9423cf05-4d35-43cc-b279-9fb3823e1454,モブサイコ100 II,Mob Psycho 100 II,Mob Psycho 100 II,37510
2a336335-97ab-4279-bc2c-904a263ecac4,モンスターストライク,Monster Strike,Monster Strike,30757
62730679-990a-4422-9740-c32e73ee4f2f,モンスターストライク THE MOVIE ソラノカナタ,Monster Strike the Movie: Sora no Kanata,Monster Strike The Movie - Sora no Kanata BD Pgs,38021
36dcd89b-9284-42eb-a625-62211827c2cd,モンスターハンターストーリーズ RIDE ON,Monster Hunter Stories: Ride On,Monster_Hunter_Stories_Ride_On,31631
819fc713-f7d3-4527-8353-b50b86999946,ヤング ブラック・ジャック,Young Black Jack,Young_Black_Jack,30740
664b92e8-daf4-4a4d-a1aa-2b25ef4cb069,ユーリ!!! on ICE,Yuri!!! On ICE,Yuri!!! on Ice,32995
c927f04e-592b-4d13-8aec-ca5f42ba3a2e,ライディーン,Reideen,Reideen,1693
a5d4e259-f653-47d6-81b4-229b6e3c7628,ラストピリオド -終わりなき螺旋の物語-,Last Period: The Journey to the End of the Despair,Last Period_ Owarinaki Rasen no Monogatari,37254
c83ac8fe-1c4a-4535-afc9-076b1bc3efcf,ラディアン,Radiant,Radiant,37202
6e9f5e38-d00e-4118-a36c-5a0f45ccb797,ラブライブ! School idol project,Love Live! School Idol Project,Love_Live!,15051
af2d248c-79d7-4310-8ff2-9306c88a3424,ランウェイで笑って,Smile Down the Runway,Runway de Waratte,40392
582a7ef3-5231-4cd0-985e-01426a3fdb34,ランス・アンド・マスクス,Lance N' Masques,Ransu_Ando_Masukusu,24011
f8fdad23-511c-4b90-9762-8071b0f5167d,リティーリズム・レインボーライブ,Pretty Rhythm: Rainbow Live,Pretty_Rhythm_Rainbow_Live,17249
5bc80f84-a04d-48a7-889f-be8523d507bc,リトルウィッチアカデミア,Little Witch Academia,Little Witch Academia,14349
9ee131c4-6fb2-4cc0-aa2f-ae291c272979,リラックマとカオルさん,Rilakkuma and Kaoru,Rilakkuma and Kaoru,35777
f1012329-5a25-4b06-97c3-ec83411b31c3,リルリルフェアリル～妖精のドア～,Rilu Rilu Fairilu: Yousei no Door,Rilu_Rilu_Fairilu,34754
cc44fa9c-e422-42f3-9155-fd8da0eda967,ルガーコード 1951,Luger Code 1951,Luger Code 1951,31598
7c1b2c33-fc08-4852-86bd-20cfe703da3f,ルパン三世,Lupin III,Lupin_III,1412
2c00544c-0f80-4014-93e8-7f7f93eece9a,ルパン三世 - Part III,Lupin III: Part III,Lupin_III_Part_III,1426
7bd4cb92-3151-4580-9faf-2cd968b7b73f,レディ ジュエルペット,Lady Jewelpet,Lady_Jewelpet,22693
2f80c5bc-169c-43bd-8563-1a4e1be16543,レーカン！,RE-KAN!,Re-Kan!,25859
3e3998df-ccf7-4d09-bd7a-d74e8460402c,ログ・ホライズン,Log Horizon,Log_Horizon,17265
cd27896c-44ad-4ce2-aa6f-7d1c9f6a0c63,ロボットガールズＺ,Robot Girls Z,Robot_Girls_Z,19799
9bcfe0c4-c846-4f4a-9427-f93bf7b8fea8,ロボティクス・ノーツ,Robotics;Notes,Robotics_Notes,13599
7808d877-6014-4d7d-a4d3-4a431f8aa742,ローゼンメイデン (2013),Rozen Maiden: Zurückspulen,Rozen_Maiden_(2013),18041
06c57284-9cbf-4521-ac41-0e47f36766c9,ワンパンマン,One Punch Man,ONE PUNCH MAN,30276
07b9fe6b-fa22-4a75-951c-7264bf2335a0,ワンパンマン,One Punch Man 2nd Season,ONE PUNCH MAN S2,34134
61ed1196-90fb-4c2c-890c-40822f2bf773,七つの大罪,The Seven Deadly Sins,Nanatsu_No_Taizai,23755
fbb90b0c-6c12-4e8e-b0b5-bc1c8c2c3ea3,七つの大罪 戒めの復活,The Seven Deadly Sins: Revival of the Commandments,Nanatsu no Taizai_ Imashime no Fukkatsu,34577
0a875b23-35d6-48de-a3cb-129ecc243c01,七つの大罪 神々の逆鱗,The Seven Deadly Sins: Wrath of the Gods,Nanatsu no Taizai_ Kamigami no Gekirin,39701
b57ff6aa-d662-4e71-a018-754dcc919581,七つの大罪 聖戦の予兆,The Seven Deadly Sins: Signs of Holy War,Nanatsu no Taizai - Seisen no Shirushi,31722
0ea7d265-8b92-410d-b074-4fc211af33bf,三国志,Sangokushi,Sangokushi,7696
fc93507a-3751-48f7-9d66-577f2f6c7c92,上野さんは不器用,"How clumsy you are, Miss Ueno.",Ueno-san wa Bukiyou,37920
a205b189-3e7c-42a3-bc16-d0dbd53dfb2e,世話やきキツネの仙狐さん,The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san,38759
37c31b50-ba5f-4604-b6cc-f0ee1b890df5,中間管理録トネガワ,Mr. Tonegawa: Middle Management Blues,Chuukan Kanriroku Tonegawa,37338
18b9df44-13c6-4e22-b6ee-6223ce551268,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,My Next Life as a Villainess: All Routes Lead to Doom!,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,38555
e7d9e047-a55d-4106-8f18-9b850b02bb8c,乱歩奇譚 Game of Laplace,Rampo Kitan: Game of Laplace,Ranpo_Kitan_Game_Of_Laplace,28619
4aa3f2ad-b12b-42a1-86ea-123b82b7fe43,二ノ国,Ni no Kuni,Ni no Kuni,39235
089a5936-518d-4d1c-b767-3a20d80350f2,亜人,Ajin: Demi-Human,Ajin,31580
6e405809-19eb-4a16-8d0d-b79115c4c92b,亜人,Ajin: Demi-Human,Ajin S2,31580
00c67aaa-b2b4-4ea2-92c1-eec64eaeb76e,交響詩篇エウレカセブン,Eureka Seven,Eureka_Seven,237
a7ac9a05-aafe-489d-8a2c-ad5d24986fca,人造人間キカイダーTHE ANIMATION,Android Kikaider,Android_Kikaider,598
0fb9b21b-4b35-41a5-a9de-532e9547819c,人類は衰退しました,Humanity Has Declined,Jinrui wa Suitai Shimashita,10357
d94a0d08-0a3e-4fbd-9f1f-6813bd00e502,信長協奏曲〈コンツェルト〉,Nobunaga Concerto,Nobunaga_Concerto,24135
35f441f0-fbf1-400e-bcfc-fa8088f896cd,俺、ツインテールになります。,Gonna be the Twin-Tail!!,"Ore,_Twintail_Ni_Narimasu",24705
247f6dbc-670e-4026-bc2b-dfaf5d3987b3,俺を好きなのはお前だけかよ,ORESUKI Are you the only one who loves me?,Ore wo Suki nano wa Omae dake ka yo,38483
411ff651-92c5-49c5-8251-7ea782c7ac9f,借りぐらしのアリエッティ,The Secret World of Arrietty,The_Borrower_Arrietty,7711
ea2717ce-3c92-48c8-a59d-fddd46aa948c,偽物語,Nisemonogatari,Nisemonogatari,11597
342a15c4-e689-46a9-a85c-bf5513cba7c3,僕だけがいない街,ERASED,Boku Dake Ga Inai Machi (resynced),31043
fcd9d8a8-e395-4a06-b10a-ad3bb161922d,僕だけがいない街,ERASED,Boku_Dake_Ga_Inai_Machi,31043
50a7d439-1a7b-4316-8091-c6a1f850bfdb,僕のヒーローアカデミア,My Hero Academia,Boku_No_Hero_Academia,31964
1b1cea29-3cb0-4ae2-a840-aacdbf46c2be,僕は友達が少ない NEXT,Haganai: I don't have many friends NEXT,Boku_Wa_Tomodachi_Ga_Sukunai_Next,14967
a2b46f83-8792-4d47-826b-2241282b0483,僕らはみんな河合荘,The Kawai Complex Guide to Manors and Hostel Behavior,Bokura_Wa_Minna_Kawaisou,21405
33a29e80-9f3e-4561-a947-2819da830e12,元祖天才バカボン,Ganso Tensai Bakabon,Ganso Tensai Bakabon,11268
61454d57-81e7-4ee8-aa4f-641c1704bbe2,八男って、それはないでしょう！,The 8th son? Are you kidding me?,"Hachi-nan tte, Sore wa Nai deshou!",38830
90e17269-dd03-4005-bb41-95c8011f2858,冴えない彼女〈ヒロイン〉の育てかた,Saekano: How to Raise a Boring Girlfriend,Saenai_Heroine_No_Sodatekata,23277
01b5e91b-ab66-44da-8685-f48235f55eab,刀語,Katanagatari,Katanagatari,6594
69447032-4804-4040-bbb1-31cff794dd55,剣風伝奇ベルセルク,Berserk,Kenpuu_Denki_Beruseruku,33
e0675b7b-dbbf-4eaf-862b-9fd7060bc4da,創聖のアクエリオン,Aquarion,Genesis_Of_Aquarion,478
