UUID,Japanese,English,KitsunekkoID,MyAnimeListID
0394dd95-4a83-4726-b4f9-64d4b6edf0f7,劇場版 FAIRY TAIL 鳳凰の巫女,Fairy Tail Movie 1: Houou no Miko,Fairy Tail The Movie,12049
230a6d8a-8e8f-48e9-ba4a-f450c15a6292,劇場版 そらのおとしもの 時計じかけの哀女神（エンジェロイド,Heaven's Lost Property the Movie: The Angeloid of Clockwork,Sora no Otoshimono Tokei Jikake no Angeloid,9790
a8ee79a7-0bb1-4733-90af-6f5f812d4745,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟,A Certain Magical Index the Movie: The Miracle of Endymion,Toaru Majutsu no Index Movie - Endymion no Kiseki,11743
d84c69f6-b011-4a8b-8ad7-2f3fe9749b0b,劇場版 クラナド,Clannad The Motion Picture,Clannad  Movie,1723
e5e35058-7803-47d1-9fb0-4c0d70455760,劇場版 ブラッドシー ザ ラスト ダーク,Blood-C: The Last Dark,Blood-C The Movie - The Last Dark,10681
51d723d9-a2a6-4700-8784-562dfeb9ffee,劇場版 七つの大罪 天空の囚われ人,The Seven Deadly Sins the Movie: Prisoners of the Sky,Nanatsu no Taizai Tenkuu no Torawarebito,35946
b6850722-6b47-4ee1-aa44-ad4b4e9de037,劇場版シティーハンター <新宿PRIVATE EYES>,City Hunter Movie: Shinjuku Private Eyes,City Hunter The Movie 2019 - Shinjuku Private Eyes (BDrip PGS Sup ),37516
3a68090c-9682-4b7f-be83-88f85c0993e5,勇者ライディーン,Yuusha Raideen,Brave_Raideen,2128
6e800413-05b5-4366-b785-a48c02017445,北斗の拳,Fist of the North Star,Hokuto_No_Ken,967
3148f945-63e6-41be-993b-df06d4b5694b,十二国記,The Twelve Kingdoms,The_Twelve_Kingdoms,153
a920317d-d6e3-4d9c-b953-af62b5a333b2,千と千尋の神隠し,Spirited Away,Sen to Chihiro no Kamikakushi,199
f629b8b0-06f9-46a6-96dd-def2410b9db1,千と千尋の神隠し,Spirited Away,Spirited_Away,199
3bc1ab8e-fbe8-48d3-90a8-2e42b3e96e19,双星の陰陽師,Twin Star Exorcists,Sousei_No_Onmyouji,32105
db9f16fe-6339-49f0-bec4-b7d06df57ca5,可愛ければ変態でも好きになってくれますか？,"Hensuki: Are you willing to fall in love with a pervert, as long as she's a cutie?",Kawaikereba Hentai demo Suki ni Natte Kuremasu ka_ - Hensuki,39326
bd1a66e1-3092-4149-84b1-20b98c7f74d3,名探偵コナン,Case Closed,Detective_Conan,235
896f7139-fc0b-42b5-9e61-f3044b479999,名探偵コナン,Case Closed,Detective_Conan_,235
f1409ba4-6638-4d84-a0b6-6c3ff606d142,君のいる町,A Town Where You Live,Kimi_No_Iru_Machi,17741
332de36b-3637-4aeb-88c9-c123d849f72d,君の名は。,Your Name.,Kimi no Na wa,32281
e592de29-5045-4286-a60c-0b2183e4f75e,四月は君の嘘,Your Lie in April,Shigatsu_Wa_Kimi_No_Uso,23273
c3f9ccd6-2631-4511-b784-3b82c240211a,団地ともお,Danchi Tomoo,Danchi_Tomoo,17703
4d88a15d-8c73-4a94-8c0e-b6d9e18f8ac8,地獄先生ぬ～べ～,Hell Teacher Nube,Hell_Teacher_Nube,2745
e20c6fc9-c2a2-4bab-ab8d-fa8c8dfbabce,地獄少女,Hell Girl,Jigoku Shoujo,228
60e6a478-4faf-4532-b24c-69bc751d199b,地縛少年花子くん,Toilet-bound Hanako-kun,Jibaku Shounen Hanako-kun,39534
ac874e80-ec7e-493b-a40a-bc84d0285e9e,坂本ですが？,Haven't You Heard? I'm Sakamoto,Sakamoto_Desu_Ga,32542
835a60a4-c0b3-4497-950c-f18b7e5b5fec,城下町のダンデライオン,Castle Town Dandelion,Joukamachi_No_Dandelion,28387
34f3214c-6819-4752-9f86-2b03790a26b3,境界のRINNE,RIN-NE,Kyoukai_No_Rinne,28423
5a3dccbb-b018-477d-a8ae-47cd0d3b9736,境界の彼方,Beyond the Boundary,Kyoukai no Kanata,18153
59f0c69e-6260-4231-97da-2632e7e8a2fe,境界線上のホライゾン,Horizon in the Middle of Nowhere,Kyoukaisenjou no Horizon,10456
225fe3a0-99c2-4350-b41b-aee71dca7ac2,夏雪ランデブー,Natsuyuki Rendezvous,Natsuyuki_Rendez-vous,13585
084702f7-930b-4b44-b669-fd586dbcc3af,夜は短し歩けよ乙女,"Night Is Short, Walk on Girl",Yoru wa Mijikashi Arukeyo Otome,34537
2882ec63-6068-447d-92e6-e06a90336d06,夜明け告げるルーのうた,Lu Over the Wall,Yoake Tsugeru Lu no Uta _ Lu Over the Wall,34792
ad3cd51b-120a-4377-a56a-1a7f4e8ffb88,天晴爛漫！,APPARE-RANMAN!,Appare-Ranman!,40532
18ddc93c-4459-45f5-888d-2b891c8ad582,天狼〈シリウス〉 Sirius the Jaeger,Sirius the Jaeger,Sirius the Jaeger,37569
de2fef55-7cf7-40e8-9e0c-8de0a5ae4e76,天狼〈シリウス〉 Sirius the Jaeger,Sirius the Jaeger,Tenrou_ Sirius the Jaeger,37569
0136b7ed-18b2-45d7-86c2-2d04a716dc93,天空の城ラピュタ,Castle in the Sky,Laputa_Castle_In_The_Sky,513
0a9cdf35-67ec-4891-9b52-b1eb87ea6450,奴隷区 The Animation,Dorei-ku The Animation,Dorei-ku The Animation,36525
3001a35d-7a3f-40b6-b522-976502636b17,妖怪ウォッチ,Yo-kai Watch,Youkai_Watch,19157
2b79e6e6-bf67-4b7d-96c7-5639f558405b,妖怪ウォッチJam 妖怪学園Y Nとの遭遇,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,Youkai Watch Jam_ Youkai Gakuen Y - N to no Souguu,40714
7ae36fb9-fd70-44e1-a0b3-645b2d9157a1,宇宙よりも遠い場所,A Place Further Than The Universe,Sora yori mo Tooi Basho,35839
44b2264a-365c-463d-aa09-363b9fb3b97e,宇宙兄弟,Space Brothers,Uchuu_Kyoudai,12431
586bc396-45c1-4d19-b43f-7ce0861779c6,宇宙戦艦ヤマト,Star Blazers: The Quest for Iscandar,Uchuu_Senkan_Yamato,1650
db84f4d0-bdcc-4039-9c97-a0e3d992014e,宇宙戦艦ヤマト2,Star Blazers: The Comet Empire,Uchuu_Senkan_Yamato_2,1651
c951d985-e633-40fb-86f1-546a085586b2,宇宙戦艦ヤマト2199,Star Blazers: Space Battleship Yamato 2199,Uchuu_Senkan_Yamato_2199,12029
1a294934-9ba7-427d-8ca5-9a0d95064c7f,宇宙戦艦ヤマト2202 愛の戦士たち,Star Blazers: Space Battleship Yamato 2202,Uchuu_Senkan_Yamato_2202_,33064
567586d1-f8f6-4574-b11c-c443340d8d17,宇宙戦艦ヤマトⅢ,Star Blazers: The Bolar Wars,Uchuu_Senkan_Yamato_3,1652
6a08d690-5c06-41b6-9452-430901970a7f,宇宙海賊・キャプテンハーロック,Space Pirate Captain Harlock,Space_Pirate_Captain_Harlock,1000
42c20198-e517-4a9e-8387-537d53c931ae,富豪刑事 Balance:UNLIMITED,The Millionaire Detective – Balance: UNLIMITED,Fugou Keiji_ Balance_Unlimited,41120
38d0aadb-b5e2-4f00-b604-f8edd7be0888,少女☆歌劇 レヴュースタァライト,Revue Starlight,Shoujo Kageki Revue Starlight,35503
a113dd4d-6d00-4d0b-ae7a-c1ef6552ceda,少年メイド,Shonen Maid,Shounen_Maid,32175
1ba30684-0e74-4c88-a1de-deafbfd8bae8,屍者の帝国,The Empire of Corpses,Shisha no Teikoku,28625
aec263ee-5740-439b-bfc5-456fbd91b752,山賊の娘ローニャ,Ronja Rövardotter,Sanzoku_No_Musume_Ronja,22359
38df424e-e9f9-449f-b9a4-aa88e8c9fdd1,崖の上のポニョ,Ponyo,Gake no Ue no Ponyo,2890
69d835e7-470d-4fa5-b94b-ddf7d0cd3c1f,崖の上のポニョ,Ponyo,Ponyo,2890
a1998b52-6dec-4e97-9c64-e9037f53a573,川の光,Kawa no Hikari,Kawa no Hikari,6554
1acd4034-9816-47dc-af21-1213f517e1b8,川柳少女,Senryu Girl,Senryuu Shoujo,38787
5da673a8-93d5-4833-b2ea-2ac4dfc622f7,幸腹グラフィティ,Gourmet Girl Graffiti,Koufuku_Graffiti,24629
664b4048-d7a1-4d62-82cb-0e87d5405112,幼女戦記,Saga of Tanya the Evil,Youjo Senki,32615
354e60ca-3a64-4fda-ae9c-c87e2f24e580,幽☆遊☆白書,Yu Yu Hakusho: Ghost Files,Yu_Yu_Hakusho,392
2b8da04e-a426-41c5-bce7-2582d3806417,弱虫ペダル,Yowamushi Pedal,Chiba Pedal,33522
0fc3b051-8f2f-4366-8087-ad937d8728e3,弱虫ペダル,Yowamushi Pedal,Yowamushi Pedal,18179
3082ad74-2668-42e9-80ec-43758b8ce879,彼女と彼女の猫 -Everything Flows-,Kanojo to Kanojo no Neko: Everything Flows,Kanojo to Kanojo no Neko Everything Flows,32491
190e7a1b-720d-419f-be49-1a95910ad559,彼方のアストラ,Astra Lost in Space,Kanata no Astra,39198
b4d79b4f-b9d7-439b-ad33-0875597808d4,忍者ハットリくん,Ninja Hattori-kun,Ninja Hattori-kun,4936
f34fbd9b-d257-454c-b2a7-aaafc09d0581,思い出のマーニー,When Marnie Was There,Omoide no Marnie,21557
32a4e7af-99ca-4ef2-bbfe-094d2aa18ff8,恋愛ラボ,Love Lab,Love Lab,16353
c7e30915-9671-4a86-9607-9e83a9a54fe8,恋愛ラボ,Love Lab,Love_Lab,16353
8e516dd9-9e5d-45e6-9c62-19872322a912,悪魔くん,Devil Boy,Akuma-kun,8194
d9bb7497-57cf-4b15-b5fc-3e5f1f934508,悪魔のリドル,Riddle Story of Devil,Akuma_No_Ridoru,19429
5badb7c4-9b87-4667-8766-66f633ba0a2d,愛してナイト,Ai Shite Knight,Ai_Shite_Knight,0
ff995148-d0c5-47c6-87db-f275726a0e93,慎重勇者 ～この勇者が俺TUEEEくせに慎重すぎる～,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Shinchou Yuusha_ Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,38659
aa154be5-1680-4257-834c-e6a746ed3615,憑物語,Tsukimonogatari,Tsukimonogatari,28025
dc123a0d-f8c1-49ac-98ce-20cab9175431,戦国BASARA,Sengoku Basara: Samurai Kings,Sengoku_BASARA,5355
5c223be4-1a5b-45a7-b4a1-8936c4b09e26,戦国BASARA 弐,Sengoku Basara: Samurai Kings 2,Sengoku_BASARA_Two,6634
54d5f649-62da-4c53-a823-3d10a57e207d,探検ドリランド,Tanken Driland,Tanken_Driland,14333
e7b01302-411c-46a5-bd6b-686bd82b6bc2,探検ドリランド-1000年の真宝（まほう）-,Tanken Driland: 1000-nen no Mahou,Tanken_Driland_1000-nen_No_Mahou,17969
20630a99-f78a-4744-b924-a5184c365b08,攻殻機動隊 S.A.C. 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,Ghost_In_The_Shell_Stand_Alone_Complex_2nd_GIG,801
7459ed68-6a9a-4b07-86e7-89a3b191176a,攻殻機動隊 STAND ALONE COMPLEX,Ghost in the Shell: Stand Alone Complex,Ghost_In_The_Shell_Stand_Alone_Complex,467
72044aaf-b6a8-48d1-a70f-303127adc158,攻殻機動隊 新劇場版,Ghost in the Shell: The New Movie,Ghost in the Shell New Movie,27411
de94f6db-e2ac-4a37-9b38-47a527c01a6a,斉木楠雄のΨ難 2,The Disastrous Life of Saiki K. 2,Saiki Kusuo no Sainan 2,34612
485f3d7b-2a12-47f0-85af-8c6927fa5b5e,新サクラ大戦 the Animation,Sakura Wars the Animation,Shin Sakura Taisen the Animation,40403
a02343d5-c2c1-429d-a41a-9368d95209bc,新・湘南爆走族 荒くれKNIGHT,Shin Shounan Bakusouzoku Arakure Knight,Shonan Bakusozoku,16510
9bb292d7-60db-4a3e-b3c6-6af312946081,新世界より,From the New World,Shin_Sekai_Yori,13125
4f4f198d-7f61-4c8c-baee-62705f00a60f,新世紀エヴァンゲリオン,Neon Genesis Evangelion,Evangelion,30
a29899f9-3e12-46df-97a1-cf3bacf1747d,新世紀エヴァンゲリオン,Neon Genesis Evangelion,Neon Genesis Evangelion,30
47409c61-e01a-470f-950f-d052fcc9acfc,新機動戦記ガンダムW,Mobile Suit Gundam Wing,Mobile_Suit_Gundam_Wing,90
0e502523-9019-4cb8-8223-77aa30646a9c,新機動戦記ガンダムW エンドレス・ワルツ,Mobile Suit Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing Endless Waltz,91
f1a5e724-a945-47c2-8a00-810d4b4c7e54,映像研には手を出すな!,Keep Your Hands Off Eizouken!,Eizouken ni wa Te wo Dasu na!,39792
ea2ffbcd-dd00-461b-9ace-ae61c0f6f1da,映画 ハイ☆スピード！ -Free! Starting Days-,Free! Starting Days,Free! Starting Days,30415
be907de2-2ec5-42ac-add1-b675440ddb98,映画 若おかみは小学生！,Okko's Inn,Wakaokami wa Shougakusei! movie,37682
64bf952d-8f1e-4331-8d75-4b74f8f2970f,映画Go! プリンセスプリキュア Go! Go!! 豪華3本立て!!!,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,Go! Princess Precure Go! Go!! Gouka 3-hontate!!!,29868
95a67de3-c7d8-462c-a973-b3a49efd8b9c,昭和元禄落語心中,Showa Genroku Rakugo Shinju,Shouwa_Genroku_Rakugo_Shinjuu,28735
2be907f8-ad24-4a20-9a20-81521d2456d0,時をかける少女,The Girl Who Leapt Through Time,Toki_Wo_Kakeru_Shoujo,2236
9e07044a-af40-4191-975e-1b3f6ac53691,普通の女子校生が【ろこどる】やってみた。,Locodol,Futsuu_No_Joshikousei_Ga_Locodol_Yattemita,22189
c797b64d-2531-44e0-8091-741376bfe977,暗殺教室,Assassination Classroom,Assassination_Classroom,24833
bf13f513-aa56-44f0-bb77-4f3a2b10b01f,暦物語,Koyomimonogatari,Koyomimonogatari,32268
76127164-33be-429e-9979-c77c2774b0ea,曇天に笑う 外伝,Donten ni Warau Gaiden,Donten ni Warau Gaiden,80469
d13d231e-3363-4621-9c85-55aee5429109,最強銀河 究極[アルティメット]ゼロ~バトルスピリッツ~,Saikyou Ginga Ultimate Zero: Battle Spirits,Saikyou_Ginga_Ultimate_Zero_Battle_Spirits,19825
0fbf6ed9-93a7-4e5c-ab75-3876dd0ad3ce,月刊少女野崎くん,Monthly Girls' Nozaki-kun,Gekkan Shoujo Nozaki-kun,23289
63be2e7a-2ea7-436a-95cd-1a2f705b7f8a,木の葉化石の夏,Summer of Fossil Leaves,Konohakaseki no Natsu,40139
e1821677-24e2-471b-8858-8fb8592c790d,未来のミライ,Mirai,Mirai no Mirai,36936
40157ac0-7f3d-4c9e-af12-7e8635573466,未来少年コナン,Future Boy Conan,Mirai Shounen Conan,302
ed47abf1-b0de-4700-9f28-df3f27c0f089,未来日記,The Future Diary,Future_War_198X_Nen,10620
db7d7815-32e1-4a6f-a5da-f4ca0ac2b04c,本好きの下剋上 ～司書になるためには手段を選んでいられません～,Ascendance of a Bookworm,Honzuki no Gekokujou,39468
caabf088-c7f2-42f7-94ee-7b543f1d0a8d,東のエデン,Eden of The East,Higashi no Eden,5630
ea8b9411-ee9d-4375-85ac-3e9cc2392bbe,東京喰種 トーキョーグール,Tokyo Ghoul,Tokyo Ghoul OVA,0
61f8173a-9703-4475-aa85-7fd5328642dd,東京喰種トーキョーグール：re,Tokyo Ghoul:re,Tokyo Ghoul_re,36511
1627ed89-672e-42b2-a732-93296ba207f9,桜Trick,Sakura Trick,Sakura_Trick,20047
99f3504b-384e-485a-955c-ab1b8df0b045,横山光輝 三国志,Yokoyama Mitsuteru Sangokushi,Yokoyama_Mitsuteru_Sangokushi,970
4c75fcff-ec45-415f-8b8b-b934ab9df7ee,機動戦士Vガンダム,Mobile Suit V Gundam,Mobile Suit Victory Gundam,89
20d4fc05-8b7e-4099-8e8f-9f55d70f2d69,機動戦士Ζガンダム,Mobile Suit Zeta Gundam,Mobile Suit Zeta Gundam,85
aeaccd49-903a-4b8b-bddb-ba44a7def556,機動戦士ガンダム,Mobile Suit Gundam,Mobile_Suit_Gundam,80
2165d49a-d192-40c4-af55-f71355249fa4,機動戦士ガンダム 鉄血のオルフェンズ,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile_Suit_Gundam_Iron-Blooded_Orphans,31251
6a8cd837-2333-4380-b4fc-0c7b865d3a4c,機動戦士ガンダムUC（ユニコーン）RE:0096,Mobile Suit Gundam Unicorn RE:0096,Mobile_Suit_Gundam_Unicorn_RE_0096,32792
5289dc7b-5416-4b67-9569-7e8fcdcca0fb,機動戦士ガンダムZZ,Mobile Suit Gundam ZZ,Mobile_Suit_Gundam_ZZ,86
7e90b432-a6f1-4752-97ed-7e86056715c3,機動新世紀ガンダムX,After War Gundam X,Kidou Shin Seiki Gundam X,92
eb9606ff-b109-4736-9dd6-b9db0aff7744,機動武闘伝Gガンダム,Mobile Fighter G Gundam,Mobile Fighter G Gundam,96
094c24de-cc28-4705-bcd1-ca7d8ad92c61,機動警察パトレイバー,Patlabor: The Mobile Police,Mobile_Police_Patlabor,1288
0327ca6d-588f-429f-ac6d-eb6f2bd85af3,歌舞伎町シャーロック,Case File nº221: Kabukicho,Kabukichou Sherlock,38161
f0a85d66-f761-4e9a-8c2c-30fbb64c0fba,武装神姫,Busou Shinki: Armored War Goddess,Busou_Shinki,14237
3f7c6a2e-795b-4b85-acde-aa5c012a2f5e,残響のテロル,Terror in Resonance,Zankyou_No_Teroru,23283
d82abdea-3f17-46ca-bafa-7ba0673a106e,波よ聞いてくれ,"Wave, Listen to Me!",Nami yo Kiitekure,40513
2eaf0120-f96b-49ca-80f1-e36f6ce2c984,海がきこえる,The Ocean Waves,Umi ga Kikoeru,743
25a03803-05ac-416c-8db8-8154f8a290ba,深夜！天才バカボン,Late Night! Genius Bakabon,Shinya! Tensai Bakabon,37662
a060fb5e-02d3-4695-be4a-b9dde9de098a,火ノ丸相撲,Hinomaru Sumo,Hinomaruzumou - Hinomaru Sumo,37007
8783defb-b5fc-4ef9-88ed-f31b95509344,火垂るの墓,Grave of the Fireflies,Hotaru_No_Haka,578
c35b5b42-f267-4bbb-a7d1-a1e4c356edad,炎炎ノ消防隊,Fire Force,Enen no Shouboutai,38671
a1316666-c889-4e51-800d-116272b5d5b4,爆TECH！爆丸,Baku Tech! Bakugan,BakuTech!_Bakugan,13143
2054938f-7803-4381-8ae6-bb8042ca9da7,牙狼〈GARO〉-炎の刻印-,GARO: THE ANIMATION,Garo,23311
d6494205-a529-423c-988c-e6d4fe8dbc6f,猫の恩返し,The Cat Returns,Neko_No_Ongaeshi,597
27de8fc9-db62-4573-992d-8bd4aeee7666,猫物語（黒）,Nekomonogatari Black,Nekomonogatari (Black),15689
28df2b30-c667-4b94-ac23-fdfaf13b2933,獣旋バトル モンスーノ,Monsuno: World Master,Juusen_Battle_Monsuno,13185
0937b35d-8677-43a1-b78c-5777ff9cd3d5,王立宇宙軍 オネアミスの翼,Royal Space Force: The Wings of Honneamise,Ouritsu Uchuugun_ Honneamise no Tsubasa,1034
a8e9b220-f9a4-4439-a8f6-dcc1223832ef,甘城ブリリアントパーク,Amagi Brilliant Park,Amagi_Brilliant_Park,22147
41543c81-61a1-4940-862b-9f70cb49e002,甲虫王者ムシキング ～森の民の伝説～,Mushiking: The Guardians of the Forest,Kouchuu Ouja Mushiking,4050
847494a7-0f4a-4b5b-939b-3548a5544cd6,甲鉄城のカバネリ,Kabaneri of the Iron Fortress,Koutetsujou_No_Kabaneri,28623
a9bcb6c1-013d-4809-ae8e-df47bd22ca15,異世界かるてっと,Isekai Quartet,Isekai Quartet,38472
eadc70c2-454d-41ab-87bb-99810e0faf61,異世界チート魔術師〈マジシャン〉,Isekai Cheat Magician,Isekai Cheat Magician,37744
97b09bf4-7bc5-43f4-a4ef-c0cd9d19ef55,異世界魔王と召喚少女の奴隷魔術,How Not to Summon a Demon Lord,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,37210
fab056f6-4096-4b51-9f87-90f63f23db69,痛いのは嫌なので防御力に極振りしたいと思います。,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu,38790
f11a216e-1a8c-4c89-887a-6ae60f01404c,盾の勇者の成り上がり,The Rising of the Shield Hero,Tate no Yuusha no Nariagari,35790
8e4ce8ad-7fc0-4864-b764-a3533ae4d319,真・中華一番!,New Cooking Master Boy,Shin Chuuka Ichiban!,39194
4d600c9e-31eb-42e7-93f9-5790373bf0b2,神様はじめました,Kamisama Kiss,Kami-sama Hajimemashita,14713
d251ab4d-4de5-4a93-9648-206786c8d824,私がモテてどうすんだ,"Kiss Him, Not Me!",Watashi_Ga_Motete_Dou_Sunda,32899
6752544c-e10d-4cf2-bd85-d1717a990584,私に天使が舞い降りた！,Wataten! An Angel Flew Down to Me,WATATEN! An Angel Flew Down to Me,37993
9bbb8f52-b4bc-4a9d-9b42-35f8c548b855,空挺ドラゴンズ,Drifting Dragons,Kuutei Dragons,39531
45b75572-0fe7-437b-9ae7-de701ce172e7,笑ゥせぇるすまん,Laughing Salesman,The Laughing Salesman,3077
4d4aea77-f378-494c-a54c-a74fe79dd0d1,第502統合戦闘航空団 ブレイブウィッチーズ,Brave Witches,Brave Witches,32866
edfbdfc7-1eb4-45cc-b55f-010adfd03713,約束のネバーランド,The Promised Neverland,Yakusoku no Neverland,37779
83c4a8cc-2504-4f12-a209-1a907b6a3854,約束の七夜祭り,Starlight Promises,Yakusoku no Nanaya Matsuri,37970
bcf69d4e-f31b-45e8-a9f2-f74d7cbdf70e,紅の豚,Porco Rosso,Porco_Rosso,416
2da3c6e7-7754-4130-b011-2aa5712528a6,終わりのセラフ,Seraph of the End: Vampire Reign,Owari_No_Seraph,26243
63180001-6399-4ce9-a367-54b33623291a,絶園のテンペスト,Blast of Tempest,Zetsuen_No_Tempest,14075
878e2525-4eaf-4a26-8015-0719cdfe6542,絶対防衛レヴィアタン,Leviathan: The Last Defense,Zettai_Bouei_Leviathan,17681
057441dc-6c7f-43ae-b2ec-a8d7de547149,美味しんぼ,Oishinbo,Oishinbo,1093
741bb647-5ebd-42d7-9980-8b36250d5716,美少女戦士セーラームーン,Sailor Moon,Sailor_Moon,530
149483db-7993-482e-842a-2b2d3ec30dd3,群青のマグメル,Gunjou no Magmell,Gunjou no Magmel,37806
5818fac1-af80-479b-b422-66db18c3b906,耳をすませば,Whisper of the Heart,Mimi_Wo_Sumaseba,585
0607d704-d8bd-46ee-9af7-fd0ac98c0665,耳をすませば,Whisper of the Heart,Whisper of the Heart,585
8fc8ed04-933b-4481-be2c-6808bb42cd56,聖☆おにいさん,Saint☆Young Men,Saint Oniisan (Saint Young Men),15775
b4536278-cc44-433a-9397-792face27ffd,聖闘士星矢(セイントセイヤ),Saint Seiya: Knights of the Zodiac,Saint Seiya Knights of the Zodiac,1254
81e13824-b176-4b1c-974b-abb0565e7ff5,聖闘士星矢(セイントセイヤ),Saint Seiya: Knights of the Zodiac,Saint_Seiya,1254
5b02367b-577a-402d-90dc-6e1c9b0e7fb3,聲の形,A Silent Voice,Koe no Katachi,28851
8e09f571-9e3f-486a-9fe3-67a74467b791,花とアリス 殺人事件,The Case of Hana & Alice,Hana to Alice Satsujin Jiken,27969
3015b37c-dc5f-4b0a-b781-b96512a9ca45,若草の四姉妹,Little Women,Little Women (Ai no Wakakusa Monogatari),4132
b7c651cc-5cb0-4fd2-85b6-866a6691a53b,英国一家、日本を食べる,Sushi and Beyond,"Eikoku Ikka, Nihon o Taberu",29722
5797db11-4d2b-45f2-9d1e-5fe7fe59250e,荒ぶる季節の乙女どもよ。,O Maidens in Your Savage Season,Araburu Kisetsu no Otome-domo yo,38753
d16c3969-9cd7-48fb-80cb-9ba4b9093d57,荒川アンダー ザ ブリッジ,Arakawa Under the Bridge,Arakawa Under the Bridge,7647
99deea05-8fc6-4237-8a90-d243d30fa8b7,荒川アンダー ザ ブリッジ,Arakawa Under the Bridge,Arakawa Under the Bridge 2,7647
ae62fec6-7f4e-4765-b170-4b7f15dc1eee,荒野のコトブキ飛行隊,The Magnificent Kotobuki,Kouya no Kotobuki Hikoutai,38301
7dceec90-b76a-4f07-86ca-71ff0aa6a067,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,Arpeggio of Blue Steel -Ars Nova-,Aoki Hagane no Arpeggio,18893
7ea1621e-0022-4bc5-afed-091ff9f9da5a,蒼天航路,Beyond the Heavens,Souten_Kouro,5226
e1731e0c-2f63-4467-af59-7d180d37ded0,蒼穹のファフナー Dead Aggressor EXODUS,Soukyuu no Fafner: Dead Aggressor - Exodus,Soukyuu_No_Fafner_Exodus,17080
7762e734-669e-43ed-af1d-3b29eb847f48,蒼穹のファフナーDead Aggressor,Fafner of the Blue Sky,Soukyuu no Fafner,75
cf5b0120-bce4-4f3b-99bb-67077153f567,薄明の翼,Pokemon: Twilight Wings,Hakumei no Tsubasa,40861
8d0d3e3a-3026-4412-9bb5-c6fd99dec4cf,虐殺器官,Genocidal Organ,Gyakusatsu Kikan GENOCIDAL ORGAN,23279
28cd9527-d50e-4cdb-ad3c-32de48ea6014,蛍火の杜へ,Hotarubi no Mori e,Hotarubi no Mori e,10408
c628036d-cb6f-42a2-b1aa-ec9ccc1e40e2,蟲師,Mushi-Shi,Mushishi,457
b68e7eff-b9f4-45ff-bf1c-68703aa5a190,蟲師 続章,MUSHI-SHI -Next Passage-,Mushishi_The_Next_Chapter,21939
d9410d05-8387-4d54-a02d-668b1ca29d50,血界戦線,Blood Blockade Battlefront,Kekkai Sensen,24439
52878f1c-6dac-4709-b290-82f933404209,詩季織々（しきおりおり）,Flavors of Youth,Shikioriori,37396
898e33c2-0c79-4e74-bc76-a6d2ebd14016,賢者の孫,Wise Man's Grandchild,Kenja no Mago,36407
c7767abd-34f5-4a12-a340-a1a38e2c2338,超速変形ジャイロゼッター,Chousoku Henkei Gyrozetter,Chou_Soku_Henkei_Gyrozetter,14989
6cb7608f-8018-4a62-a25d-f7877478cc87,転生したらスライムだった件,That Time I Got Reincarnated as a Slime,Tensei_Shitara_Slime_Datta_Ken,37430
5946f7df-699a-4a61-a8ac-001991d2e128,逆境無頼カイジ Ultimate Survivor,Kaiji: Ultimate Survivor,Gyakkyou_Burai_Kaiji,3002
74623db1-cf9e-4460-8442-6496d2e335d3,逆境無頼カイジ 破戒録篇,Kaiji: Against All Rules,Gyakkyou_Burai_Kaiji_Hakairoku-hen,10271
bb0ac19f-3902-4bcc-89f6-f5f4b9c80095,逆転裁判 ～その「真実」、異議あり！～,Ace Attorney,Gyakuten_Saiban,31630
40fc9da7-caf8-46fa-8cab-f0d2da7e5f47,逆転裁判 ～その「真実」、異議あり！～ Season 2,Ace Attorney Season 2,Gyakuten_Saiban_S02,37490
f1dbf243-bea3-43ce-b548-0a44fec65626,通常攻撃が全体攻撃で二回攻撃のお母さんは好きですか？,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka_,38573
dfef5c05-ccc4-4c1c-81bf-d4effaee0107,進撃の巨人,Attack on Titan,Shingeki no Kyojin,16498
75e03a86-4700-4dab-9768-80d5b6734e4f,進撃の巨人ＯＡＤ,Shingeki no Kyojin OVA,Shingeki no Kyojin OVA,18397
04180476-fc1a-4aec-b570-aef7e07a5f22,遊☆戯☆王5D's（ファイブディーズ）,Yu-Gi-Oh! 5D's,Yu-Gi-Oh!_5D's,3972
aa0faa5b-6520-4115-9828-8a3e7ac04d86,遊☆戯☆王ZEXAL,Yu-Gi-Oh! Zexal,Yu-Gi-Oh!_ZEXAL,10015
